,relationship,first_name,second_name,co_bills,co_bills_status,co_bills_total
17298,Delores KelleyWilliam Smith,Delores Kelley,William Smith,"[1062483, 1065089, 1065059, 1065109, 1065080, 1065047, 1071265, 1072353, 1073075, 1073089, 1073942, 1077152, 1077100, 1077153, 1080759, 1080884, 1080747, 1081618, 1081819]","[1, 1, 1, 1, 1, 4, 1, 1, 4, 4, 1, 4, 4, 1, 1, 1, 4, 2, 4]",19
10771,Brooke LiermanLuke Clippinger,Brooke Lierman,Luke Clippinger,"[1069833, 1072329, 1072323, 1075221, 1078963, 1078952, 1078915, 1078898, 1083107, 1083143, 1083023, 1083070, 1083089, 1083978, 1084034, 1084084, 1083972, 1084014, 1084922]","[4, 1, 4, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 2, 1, 4, 1, 4, 2]",19
10057,Joan ConwayShirley Nathan-Pulliam,Joan Conway,Shirley Nathan-Pulliam,"[1058992, 1065100, 1065032, 1069793, 1069892, 1069802, 1071340, 1071399, 1071306, 1073082, 1073087, 1075297, 1077042, 1081706, 1081643, 1086692, 1086691, 1090853]","[4, 1, 4, 4, 1, 4, 2, 4, 4, 4, 1, 4, 4, 1, 4, 4, 4, 1]",18
12237,Barbara RobinsonShirley Nathan-Pulliam,Barbara Robinson,Shirley Nathan-Pulliam,"[1059006, 1058992, 1059008, 1059009, 1058986, 1066859, 1069802, 1069870, 1071273, 1071280, 1071269, 1071313, 1073051, 1075348, 1075292, 1077062, 1081824, 1102197]","[4, 4, 1, 4, 1, 4, 4, 1, 1, 1, 1, 4, 1, 1, 4, 1, 4, 2]",18
15619,Richard MadalenoWilliam Ferguson,Richard Madaleno,William Ferguson,"[1061070, 1068450, 1073096, 1075217, 1075307, 1077115, 1077021, 1078946, 1080860, 1080825, 1080815, 1080756, 1080767, 1081753, 1081846, 1081647, 1081673, 1081645]","[1, 4, 1, 1, 5, 4, 4, 4, 5, 5, 4, 4, 4, 4, 4, 2, 4, 1]",18
23288,Clarence LamTerri Hill,Clarence Lam,Terri Hill,"[1036225, 1071392, 1072369, 1072376, 1073042, 1073055, 1073140, 1078887, 1084026, 1084001, 1084083, 1084032, 1085062, 1085053, 1084929, 1084864, 1094130, 1107340]","[4, 5, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",18
4626,Erek BarronJoseline Pena-Melnyk,Erek Barron,Joseline Pena-Melnyk,"[1036263, 1058104, 1072366, 1075304, 1075308, 1077135, 1080761, 1083131, 1083101, 1084006, 1084022, 1084064, 1085136, 1085170, 1084975, 1085189, 1097851, 1100797]","[4, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 4, 4, 1, 1, 4, 4]",18
14582,Brian FeldmanNancy King,Brian Feldman,Nancy King,"[1036418, 1066878, 1071283, 1071288, 1071293, 1071320, 1071316, 1071332, 1072356, 1073059, 1077099, 1078957, 1078966, 1080819, 1080882, 1080739, 1080769, 1081746]","[4, 4, 4, 2, 4, 1, 1, 1, 1, 1, 1, 4, 4, 1, 1, 1, 1, 1]",18
21262,John ClusterThe Speaker,John Cluster,The Speaker,"[1058110, 1058102, 1058079, 1068443, 1068455, 1068456, 1068424, 1068444, 1068427, 1068454, 1068419, 1068429, 1069808, 1069810, 1069820, 1069812, 1069925, 1080810]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1]",18
10079,Joan ConwayRichard Madaleno,Joan Conway,Richard Madaleno,"[1053142, 1058099, 1061070, 1065032, 1066911, 1075217, 1075322, 1075297, 1077042, 1077095, 1077115, 1077021, 1080843, 1081706, 1081721, 1081643, 1090865, 1090853]","[1, 5, 1, 4, 4, 1, 4, 4, 4, 1, 4, 4, 4, 1, 1, 4, 4, 1]",18
21217,The SpeakerTony McConkey,The Speaker,Tony McConkey,"[1058110, 1058102, 1058079, 1068443, 1068455, 1068456, 1068427, 1068454, 1068460, 1068419, 1068429, 1069808, 1069874, 1069820, 1069812, 1069917, 1069925, 1080810]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1]",18
21276,Robin GrammerThe Speaker,Robin Grammer,The Speaker,"[1058110, 1058102, 1058079, 1068443, 1068456, 1068424, 1068444, 1068427, 1068454, 1068460, 1068419, 1068429, 1069808, 1069874, 1069820, 1069812, 1069925, 1080810]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1]",18
16933,Michael HoughThe President,Michael Hough,The President,"[1061035, 1061062, 1061045, 1068432, 1068461, 1068438, 1068423, 1068459, 1068435, 1068422, 1068462, 1068417, 1068418, 1068415, 1068439, 1068428, 1068458, 1080858]","[1, 1, 1, 1, 1, 1, 2, 2, 4, 1, 1, 1, 4, 2, 1, 1, 1, 1]",18
21202,The SpeakerWendell Beitzel,The Speaker,Wendell Beitzel,"[1058110, 1058102, 1058079, 1068443, 1068456, 1068444, 1068427, 1068454, 1068460, 1068419, 1068429, 1069808, 1069874, 1069820, 1069812, 1069917, 1069925, 1080810]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1]",18
17330,Delores KelleySusan Lee,Delores Kelley,Susan Lee,"[1059464, 1061026, 1061072, 1062483, 1065089, 1065059, 1065109, 1065080, 1065047, 1073075, 1073089, 1075325, 1075288, 1075265, 1077100, 1077153, 1080759, 1080884]","[4, 1, 4, 1, 1, 1, 1, 1, 4, 4, 4, 1, 4, 4, 4, 1, 1, 1]",18
21282,Bob FlanaganThe Speaker,Bob Flanagan,The Speaker,"[1058102, 1058079, 1068443, 1068455, 1068424, 1068444, 1068427, 1068454, 1068460, 1068429, 1069808, 1069810, 1069820, 1069812, 1069917, 1069925, 1080810, 1083108]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1]",18
21236,The SpeakerWilliam Wivell,The Speaker,William Wivell,"[1058110, 1058102, 1058079, 1068443, 1068455, 1068456, 1068424, 1068444, 1068427, 1068460, 1068419, 1068429, 1069808, 1069874, 1069820, 1069812, 1069917, 1080810]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18
12510,James RosapepeKatherine Klausmeier,James Rosapepe,Katherine Klausmeier,"[1036368, 1072339, 1073122, 1075268, 1075306, 1077097, 1077057, 1078895, 1078981, 1080875, 1080748, 1080864, 1081608, 1081688, 1083122, 1095737, 1105449]","[4, 4, 2, 4, 4, 2, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4]",17
17825,Brian FeldmanJames Rosapepe,Brian Feldman,James Rosapepe,"[1036418, 1036368, 1059466, 1065072, 1066878, 1066892, 1069792, 1071260, 1071320, 1073059, 1073122, 1080882, 1080739, 1080864, 1081811, 1081746, 1083122]","[4, 4, 4, 4, 4, 4, 2, 2, 1, 1, 2, 1, 1, 4, 2, 1, 4]",17
21231,Deb ReyThe Speaker,Deb Rey,The Speaker,"[1058110, 1058102, 1058079, 1068443, 1068456, 1068424, 1068427, 1068454, 1068460, 1068419, 1068429, 1069808, 1069874, 1069810, 1069820, 1069812, 1080810]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17
15648,Cheryl KaganRichard Madaleno,Cheryl Kagan,Richard Madaleno,"[1053142, 1068450, 1069796, 1072371, 1073039, 1075217, 1077115, 1077021, 1077031, 1080860, 1080825, 1080751, 1080708, 1080815, 1080843, 1081673, 1081832]","[1, 4, 1, 4, 4, 1, 4, 4, 1, 5, 5, 1, 2, 4, 4, 4, 1]",17
15660,Paul PinskyRichard Madaleno,Paul Pinsky,Richard Madaleno,"[1053142, 1061024, 1065094, 1066862, 1069860, 1071298, 1071312, 1075217, 1075263, 1077115, 1077021, 1080860, 1080825, 1080843, 1081721, 1081673, 1069818]","[1, 1, 2, 4, 2, 1, 1, 1, 1, 4, 4, 5, 5, 4, 1, 4, 1]",17
21273,Patrick McDonoughThe Speaker,Patrick McDonough,The Speaker,"[1058110, 1058102, 1058079, 1068443, 1068456, 1068427, 1068460, 1068419, 1068429, 1069808, 1069810, 1069820, 1069812, 1069917, 1069925, 1073957, 1080810]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 1]",17
17331,Delores KelleyRonald Young,Delores Kelley,Ronald Young,"[1062483, 1065089, 1065059, 1065109, 1065080, 1065047, 1066876, 1071265, 1073075, 1073089, 1075214, 1077100, 1077153, 1080759, 1080884, 1080747, 1066894]","[1, 1, 1, 1, 1, 4, 1, 1, 4, 4, 2, 4, 1, 1, 1, 4, 1]",17
18491,Brian FeldmanSusan Lee,Brian Feldman,Susan Lee,"[1036418, 1059464, 1061072, 1066878, 1069792, 1071300, 1071320, 1075288, 1075300, 1075265, 1077065, 1080819, 1080882, 1080739, 1080749, 1081746, 1081609]","[4, 4, 4, 4, 2, 1, 1, 4, 1, 4, 4, 1, 1, 1, 1, 1, 1]",17
24906,Johnny SallingStephen Waugh,Johnny Salling,Stephen Waugh,"[1036394, 1062479, 1065053, 1071384, 1072377, 1072354, 1072387, 1072350, 1073120, 1073094, 1073141, 1080773, 1080758, 1080861, 1081730, 1081661, 1096222]","[2, 1, 1, 1, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1, 1, 2, 1]",17
13795,Bryan SimonaireThe President,Bryan Simonaire,The President,"[1068432, 1068438, 1068423, 1068459, 1068431, 1068435, 1068422, 1068462, 1068417, 1068416, 1068446, 1068415, 1068453, 1068439, 1068428, 1068458, 1080858]","[1, 1, 2, 2, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",17
14561,Nancy KingRichard Madaleno,Nancy King,Richard Madaleno,"[1068450, 1071283, 1071316, 1072356, 1073039, 1075217, 1077115, 1077021, 1078919, 1080871, 1080860, 1080825, 1080738, 1080815, 1080843, 1080887, 1080820]","[4, 4, 1, 1, 4, 1, 4, 4, 1, 5, 5, 5, 4, 4, 4, 1, 1]",17
7468,Craig ZuckerRichard Madaleno,Craig Zucker,Richard Madaleno,"[1068450, 1073058, 1073039, 1075217, 1077115, 1077021, 1077162, 1080860, 1080825, 1080738, 1080701, 1080815, 1080843, 1081794, 1081673, 1081645, 1098946]","[4, 4, 4, 1, 4, 4, 4, 5, 5, 4, 1, 4, 4, 1, 4, 1, 2]",17
23934,Antonio HayesNick Mosby,Antonio Hayes,Nick Mosby,"[1065038, 1065079, 1065111, 1065058, 1065078, 1069829, 1069889, 1071282, 1071299, 1072321, 1073069, 1077103, 1077157, 1084092, 1083977, 1084978, 1085193]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17
15658,Joanne BensonRichard Madaleno,Joanne Benson,Richard Madaleno,"[1068450, 1071281, 1072361, 1075217, 1077063, 1077115, 1077021, 1077013, 1077162, 1080871, 1080860, 1080825, 1080843, 1080888, 1081712, 1089445]","[4, 4, 4, 1, 5, 4, 4, 4, 4, 5, 5, 5, 4, 4, 2, 1]",16
4729,Joseline Pena-MelnykTerri Hill,Joseline Pena-Melnyk,Terri Hill,"[1059478, 1073042, 1075304, 1075310, 1077135, 1080761, 1084005, 1084001, 1084006, 1084022, 1084064, 1085136, 1085170, 1084864, 1097851, 1100797]","[4, 2, 4, 4, 4, 4, 1, 1, 1, 2, 4, 4, 4, 2, 4, 4]",16
15616,Delores KelleyRichard Madaleno,Delores Kelley,Richard Madaleno,"[1053142, 1068450, 1071265, 1072353, 1073942, 1077100, 1077115, 1077021, 1077153, 1080825, 1080738, 1080759, 1080843, 1080884, 1080747, 1081775]","[1, 4, 1, 1, 1, 4, 4, 4, 1, 5, 4, 1, 4, 1, 4, 1]",16
19463,Justin ReadyMichael Hough,Justin Ready,Michael Hough,"[1036370, 1061033, 1069828, 1069913, 1069804, 1073043, 1073033, 1073947, 1073949, 1075225, 1077085, 1081850, 1081588, 1081704, 1081638, 1083142]","[2, 1, 1, 1, 4, 4, 1, 1, 1, 4, 4, 1, 2, 1, 1, 1]",16
10877,Brooke LiermanRobbyn Lewis,Brooke Lierman,Robbyn Lewis,"[1061065, 1066889, 1069888, 1069833, 1072323, 1072362, 1077113, 1077165, 1080724, 1083107, 1083023, 1083070, 1083125, 1083089, 1083978, 1084084]","[1, 1, 4, 4, 4, 1, 2, 4, 1, 1, 1, 1, 1, 1, 2, 4]",16
4707,James TarlauJoseline Pena-Melnyk,James Tarlau,Joseline Pena-Melnyk,"[1065027, 1066915, 1066902, 1069858, 1069899, 1072346, 1075332, 1075304, 1075308, 1075310, 1077156, 1081749, 1084006, 1084022, 1084050, 1085170]","[1, 4, 4, 4, 1, 1, 1, 4, 4, 4, 1, 1, 1, 2, 1, 4]",16
7461,Craig ZuckerNancy King,Craig Zucker,Nancy King,"[1071283, 1071288, 1071293, 1071316, 1072356, 1075258, 1075274, 1075273, 1075323, 1077099, 1078957, 1078966, 1080701, 1080876, 1080769, 1081684]","[4, 2, 4, 1, 1, 4, 4, 1, 2, 1, 4, 4, 1, 2, 1, 4]",16
4662,Geraldine Valentino-SmithJoseline Pena-Melnyk,Geraldine Valentino-Smith,Joseline Pena-Melnyk,"[1073930, 1073937, 1073935, 1075304, 1075308, 1075310, 1084006, 1084022, 1084064, 1085229, 1085098, 1084889, 1085136, 1085170, 1084973, 1100797]","[1, 1, 1, 4, 4, 4, 1, 2, 4, 4, 1, 4, 4, 4, 1, 4]",16
21225,Mark FisherThe Speaker,Mark Fisher,The Speaker,"[1058110, 1058079, 1068443, 1068456, 1068424, 1068444, 1068427, 1068454, 1068460, 1068419, 1068429, 1069808, 1069874, 1069810, 1069820, 1080810]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16
16898,The PresidentWayne Norman,The President,Wayne Norman,"[1061035, 1061062, 1061045, 1068461, 1068423, 1068459, 1068431, 1068417, 1068446, 1068418, 1068415, 1068453, 1068439, 1068458, 1080858, 1081805]","[1, 1, 1, 1, 2, 2, 1, 1, 1, 4, 2, 1, 1, 1, 1, 4]",16
18493,Brian FeldmanJoanne Benson,Brian Feldman,Joanne Benson,"[1036418, 1059466, 1065072, 1066878, 1066892, 1069792, 1071260, 1071320, 1077055, 1078908, 1080819, 1080882, 1080739, 1081811, 1081746, 1081609]","[4, 4, 4, 4, 4, 2, 2, 1, 5, 1, 1, 1, 1, 2, 1, 1]",16
21266,Bob LongThe Speaker,Bob Long,The Speaker,"[1058110, 1058102, 1058079, 1068455, 1068456, 1068444, 1068427, 1068454, 1068429, 1069808, 1069874, 1069810, 1069812, 1069917, 1069925, 1080810]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1]",16
7434,Craig ZuckerJoan Conway,Craig Zucker,Joan Conway,"[1058099, 1065032, 1066911, 1071386, 1072342, 1073058, 1075280, 1075322, 1075297, 1077042, 1080762, 1081794, 1081684, 1081706, 1081643, 1090853]","[5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 4, 1]",16
16966,Johnny SallingThe President,Johnny Salling,The President,"[1061035, 1061062, 1061045, 1068432, 1068431, 1068435, 1068462, 1068416, 1068446, 1068418, 1068415, 1068453, 1068439, 1068428, 1068458, 1080858]","[1, 1, 1, 1, 1, 4, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1]",16
4628,Ariana KellyJoseline Pena-Melnyk,Ariana Kelly,Joseline Pena-Melnyk,"[1065090, 1075304, 1075308, 1075310, 1077135, 1080761, 1084006, 1084022, 1084050, 1084064, 1085230, 1085207, 1085136, 1085170, 1097851, 1100797]","[4, 4, 4, 4, 4, 4, 1, 2, 1, 4, 4, 4, 4, 4, 4, 4]",16
16505,Eric LuedtkeJames Tarlau,Eric Luedtke,James Tarlau,"[1061025, 1062491, 1065027, 1066915, 1066902, 1069858, 1069899, 1075332, 1077156, 1077035, 1077117, 1080709, 1080725, 1081749, 1084851]","[1, 2, 1, 4, 4, 4, 1, 1, 1, 5, 4, 1, 2, 1, 4]",15
18335,Brian FeldmanWilliam Smith,Brian Feldman,William Smith,"[1036418, 1066878, 1071320, 1073059, 1077152, 1080882, 1080739, 1080764, 1081746, 1081618, 1081601, 1081819, 1081677, 1081716, 1097850]","[4, 4, 1, 1, 4, 1, 1, 1, 1, 2, 1, 4, 1, 2, 4]",15
23987,Antonio HayesFrank Conaway,Antonio Hayes,Frank Conaway,"[1065038, 1065079, 1065111, 1065058, 1065078, 1073128, 1073097, 1075264, 1075269, 1077103, 1077112, 1077073, 1084092, 1083977, 1085193]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",15
13148,Douglas PetersRichard Madaleno,Douglas Peters,Richard Madaleno,"[1073039, 1075217, 1077115, 1077021, 1080860, 1080825, 1080815, 1080843, 1080756, 1081815, 1081627, 1081802, 1092943, 1095747, 1098946]","[4, 1, 4, 4, 5, 5, 4, 4, 4, 1, 4, 2, 4, 4, 2]",15
14614,Nancy KingRonald Young,Nancy King,Ronald Young,"[1066876, 1066873, 1071283, 1071288, 1071293, 1071316, 1075274, 1075273, 1075323, 1075214, 1077099, 1078974, 1078919, 1078957, 1066894]","[1, 1, 4, 2, 4, 1, 4, 1, 2, 2, 1, 4, 1, 4, 1]",15
7892,Aruna MillerMarc Korman,Aruna Miller,Marc Korman,"[1062548, 1065048, 1065026, 1069918, 1069843, 1069866, 1069844, 1069890, 1072327, 1072355, 1073955, 1078918, 1080750, 1081660, 1083116]","[4, 4, 1, 4, 4, 1, 1, 1, 1, 1, 1, 4, 4, 1, 1]",15
12214,Ronald YoungShirley Nathan-Pulliam,Ronald Young,Shirley Nathan-Pulliam,"[1036354, 1059006, 1058992, 1058986, 1065084, 1066876, 1066873, 1066859, 1069802, 1071313, 1073051, 1075214, 1081824, 1102197, 1066894]","[1, 4, 4, 1, 1, 1, 1, 4, 4, 4, 1, 2, 4, 2, 1]",15
14008,Adelaide EckardtGail Bates,Adelaide Eckardt,Gail Bates,"[1069915, 1071319, 1071296, 1071390, 1071318, 1071352, 1072390, 1075349, 1075278, 1080703, 1080857, 1080856, 1094149, 1069873, 1071264]","[4, 1, 1, 2, 2, 4, 2, 1, 1, 1, 1, 2, 1, 3, 1]",15
15620,James RosapepeRichard Madaleno,James Rosapepe,Richard Madaleno,"[1068450, 1073039, 1073122, 1075217, 1077063, 1077115, 1077021, 1077162, 1080860, 1080825, 1080843, 1080874, 1080888, 1081608, 1083122]","[4, 4, 2, 1, 5, 4, 4, 4, 5, 5, 4, 1, 4, 1, 4]",15
20514,Bilal AliSamuel Rosenberg,Bilal Ali,Samuel Rosenberg,"[1065083, 1065061, 1071267, 1071356, 1071402, 1071289, 1071336, 1072331, 1072318, 1073081, 1078954, 1080818, 1080817, 1085007, 1084906]","[4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 4, 1, 1, 1]",15
8416,Guy GuzzoneNancy King,Guy Guzzone,Nancy King,"[1068441, 1071283, 1071288, 1071293, 1071286, 1071316, 1075274, 1075273, 1075323, 1077012, 1077099, 1078974, 1078957, 1078966, 1080769]","[1, 4, 2, 4, 1, 1, 4, 1, 2, 4, 1, 4, 4, 4, 1]",15
12503,Katherine KlausmeierThe President,Katherine Klausmeier,The President,"[1068438, 1068423, 1068459, 1068431, 1068435, 1068422, 1068417, 1068416, 1068418, 1068415, 1068453, 1068439, 1080858, 1081787, 1088102]","[1, 2, 2, 1, 4, 1, 1, 1, 4, 2, 1, 1, 1, 4, 1]",15
23044,Gail BatesStephen Waugh,Gail Bates,Stephen Waugh,"[1062479, 1065053, 1071296, 1071390, 1071318, 1071352, 1071384, 1073120, 1073094, 1073141, 1077170, 1081730, 1081661, 1096222, 1071264]","[1, 1, 1, 2, 2, 4, 1, 2, 1, 1, 2, 1, 2, 1, 1]",15
19468,Gail BatesJustin Ready,Gail Bates,Justin Ready,"[1069828, 1069913, 1069855, 1069804, 1069927, 1071296, 1071318, 1071352, 1073043, 1073033, 1073947, 1073949, 1080714, 1083142, 1071264]","[1, 1, 4, 4, 1, 1, 2, 4, 4, 1, 1, 1, 1, 1, 1]",15
4672,Bonnie CullisonJoseline Pena-Melnyk,Bonnie Cullison,Joseline Pena-Melnyk,"[1069902, 1075304, 1075308, 1077135, 1080761, 1083063, 1084022, 1084064, 1085209, 1085136, 1085170, 1085189, 1097851, 1100797, 1101455]","[4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 1, 4, 4, 2]",15
23042,Gail BatesJohnny Salling,Gail Bates,Johnny Salling,"[1071296, 1071390, 1071318, 1071352, 1072396, 1072377, 1072354, 1072387, 1072350, 1075350, 1077170, 1080773, 1080758, 1080861, 1071264]","[1, 2, 2, 4, 1, 1, 1, 1, 4, 4, 2, 1, 1, 1, 1]",15
21239,Neil ParrottThe Speaker,Neil Parrott,The Speaker,"[1058110, 1058102, 1058079, 1068443, 1068455, 1068456, 1068424, 1068454, 1068460, 1068419, 1069808, 1069810, 1069820, 1069812, 1080810]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",15
15657,Richard MadalenoRonald Young,Richard Madaleno,Ronald Young,"[1053142, 1066876, 1066873, 1068450, 1073039, 1075217, 1075214, 1077115, 1077021, 1080871, 1080860, 1080825, 1080843, 1081673, 1066894]","[1, 1, 1, 4, 4, 1, 2, 4, 4, 5, 5, 5, 4, 4, 1]",15
16555,Eric EbersoleEric Luedtke,Eric Ebersole,Eric Luedtke,"[1061025, 1061057, 1062491, 1066837, 1069839, 1073084, 1075253, 1077029, 1077117, 1080709, 1080725, 1083132, 1085099, 1085012, 1085185]","[1, 1, 2, 4, 1, 4, 4, 2, 4, 1, 2, 1, 1, 1, 1]",15
7899,James TarlauMarc Korman,James Tarlau,Marc Korman,"[1062494, 1062548, 1065027, 1066915, 1066902, 1069918, 1069843, 1069858, 1069899, 1072346, 1075332, 1077156, 1081749, 1083054]","[1, 4, 1, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 4]",14
10445,Jim MathiasThe President,Jim Mathias,The President,"[1068423, 1068459, 1068431, 1068435, 1068422, 1068416, 1068418, 1068415, 1068453, 1068439, 1068428, 1068458, 1080858, 1081787]","[2, 2, 1, 4, 1, 1, 4, 2, 1, 1, 1, 1, 1, 4]",14
17202,Bonnie CullisonMarice Morales,Bonnie Cullison,Marice Morales,"[1069902, 1073045, 1073105, 1080730, 1081810, 1083063, 1083022, 1083019, 1085209, 1085115, 1085090, 1089458, 1089444, 1101455]","[4, 2, 1, 1, 1, 4, 1, 1, 4, 1, 4, 4, 1, 2]",14
11237,David MoonVanessa Atterbeary,David Moon,Vanessa Atterbeary,"[1062473, 1062532, 1062518, 1065024, 1071335, 1072341, 1073106, 1078970, 1080841, 1080847, 1084066, 1084868, 1085110, 1085161]","[2, 5, 2, 1, 5, 4, 1, 4, 5, 5, 2, 4, 2, 4]",14
21971,Michael HoughRonald Young,Michael Hough,Ronald Young,"[1062519, 1062475, 1066876, 1066882, 1066909, 1071374, 1073038, 1073050, 1073092, 1073074, 1073029, 1077085, 1088093, 1098943]","[4, 4, 1, 4, 4, 4, 1, 1, 1, 1, 1, 4, 1, 1]",14
22420,Marice MoralesPamela Queen,Marice Morales,Pamela Queen,"[1066846, 1066843, 1071279, 1072395, 1072348, 1075262, 1077102, 1077146, 1078944, 1081671, 1083022, 1083019, 1085115, 1085216]","[4, 1, 2, 2, 1, 1, 4, 1, 1, 4, 1, 1, 1, 1]",14
4671,Joseline Pena-MelnykSheree Sample-Hughes,Joseline Pena-Melnyk,Sheree Sample-Hughes,"[1075304, 1075310, 1077135, 1080761, 1084006, 1084022, 1084064, 1085234, 1085289, 1085136, 1085170, 1085008, 1097851, 1100797]","[4, 4, 4, 4, 1, 2, 4, 1, 2, 4, 4, 4, 4, 4]",14
21335,Eric EbersoleJames Tarlau,Eric Ebersole,James Tarlau,"[1061057, 1066915, 1066902, 1069839, 1069858, 1073084, 1075332, 1077033, 1077156, 1077035, 1081686, 1081749, 1083132, 1085185]","[1, 4, 4, 1, 4, 4, 1, 1, 1, 5, 1, 1, 1, 1]",14
17327,Delores KelleyUlysses Currie,Delores Kelley,Ulysses Currie,"[1062483, 1065089, 1065059, 1065080, 1069908, 1071265, 1073075, 1073089, 1073113, 1077153, 1080792, 1080884, 1080747, 1081775]","[1, 1, 1, 1, 4, 1, 4, 4, 2, 1, 1, 1, 4, 1]",14
19498,Justin ReadyStephen Waugh,Justin Ready,Stephen Waugh,"[1062535, 1065053, 1069828, 1069913, 1069804, 1069927, 1071384, 1073033, 1073949, 1080714, 1081730, 1081661, 1083142, 1096222]","[1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 2, 1, 1]",14
10186,Joan ConwayNathaniel McFadden,Joan Conway,Nathaniel McFadden,"[1036428, 1058099, 1065100, 1066911, 1069793, 1069892, 1069822, 1075297, 1077042, 1081706, 1081643, 1090865, 1090853, 1093533]","[1, 5, 1, 4, 4, 1, 1, 4, 4, 1, 4, 4, 1, 1]",14
16846,April RoseSusan Krebs,April Rose,Susan Krebs,"[1073138, 1073117, 1073073, 1073125, 1073025, 1077014, 1083045, 1083112, 1085182, 1084933, 1085082, 1085296, 1085259, 1085075]","[1, 1, 1, 1, 1, 1, 4, 4, 1, 1, 1, 4, 1, 1]",14
10132,Joan ConwayRonald Young,Joan Conway,Ronald Young,"[1058099, 1065032, 1066876, 1066873, 1066911, 1075322, 1075214, 1075297, 1077095, 1080762, 1081706, 1081643, 1090853, 1066894]","[5, 4, 1, 1, 4, 4, 2, 4, 1, 4, 1, 4, 1, 1]",14
8444,Brian FeldmanGuy Guzzone,Brian Feldman,Guy Guzzone,"[1036418, 1066878, 1069792, 1071320, 1071324, 1071286, 1071332, 1073059, 1077012, 1080819, 1080882, 1080739, 1081746, 1081609]","[4, 4, 2, 1, 4, 1, 1, 1, 4, 1, 1, 1, 1, 1]",14
10094,Joan ConwayWilliam Ferguson,Joan Conway,William Ferguson,"[1058099, 1061048, 1065100, 1066911, 1073082, 1075297, 1075307, 1077042, 1078946, 1081706, 1086692, 1088110, 1090865, 1090853]","[5, 1, 1, 4, 4, 4, 5, 4, 4, 1, 4, 4, 4, 1]",14
6108,Stephen HersheyThomas Middleton,Stephen Hershey,Thomas Middleton,"[1059465, 1066910, 1068457, 1069903, 1071343, 1072351, 1073967, 1077030, 1078962, 1081619, 1081709, 1089440, 1092908, 1106046]","[4, 4, 2, 4, 2, 4, 2, 4, 4, 1, 4, 4, 4, 4]",14
12548,Joanne BensonKatherine Klausmeier,Joanne Benson,Katherine Klausmeier,"[1075303, 1075256, 1075268, 1075306, 1077057, 1077055, 1078895, 1078981, 1078914, 1080875, 1080748, 1081688, 1095737, 1068436]","[5, 1, 4, 4, 4, 5, 4, 4, 1, 4, 4, 4, 4, 1]",14
4640,Ben BarnesJoseline Pena-Melnyk,Ben Barnes,Joseline Pena-Melnyk,"[1075308, 1080755, 1080761, 1080850, 1080872, 1081621, 1081649, 1084006, 1084022, 1084064, 1084003, 1085170, 1100797, 1109487]","[4, 2, 4, 1, 1, 1, 4, 1, 2, 4, 1, 4, 4, 1]",14
25066,Clarence LamEric Ebersole,Clarence Lam,Eric Ebersole,"[1061057, 1071392, 1073055, 1073140, 1073962, 1077033, 1081686, 1083132, 1084026, 1084032, 1085038, 1094130, 1104406, 1107340]","[1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",14
